movie_id,title,release_year,rating_count,average_rating,rating_stddev,volume_vs_variability,volume_vs_average,average_vs_variability
720,Wallace & Gromit: The Best of Aardman Animation (1996),1996,27,4.09,1.23,-0.058,0.303,-0.423
3254,Wayne's World 2 (1993),1993,27,3.30,0.85,-0.058,0.303,-0.423
2478,¡Three Amigos! (1986),1986,26,3.13,0.94,-0.058,0.303,-0.423
2826,"13th Warrior, The (1999)",1999,26,2.90,1.00,-0.058,0.303,-0.423
93510,21 Jump Street (2012),2012,26,3.87,0.82,-0.058,0.303,-0.423
5945,About Schmidt (2002),2002,26,3.17,1.20,-0.058,0.303,-0.423
413,Airheads (1994),1994,26,2.79,0.94,-0.058,0.303,-0.423
164179,Arrival (2016),2016,26,3.98,0.74,-0.058,0.303,-0.423
6957,Bad Santa (2003),2003,26,3.37,1.18,-0.058,0.303,-0.423
148626,"Big Short, The (2015)",2015,26,3.96,0.81,-0.058,0.303,-0.423
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),2014,26,3.35,1.21,-0.058,0.303,-0.423
3264,Buffy the Vampire Slayer (1992),1992,26,2.42,0.95,-0.058,0.303,-0.423
3148,"Cider House Rules, The (1999)",1999,26,3.75,0.85,-0.058,0.303,-0.423
53519,Death Proof (2007),2007,26,3.13,1.28,-0.058,0.303,-0.423
2616,Dick Tracy (1990),1990,26,2.88,1.06,-0.058,0.303,-0.423
1235,Harold and Maude (1971),1971,26,4.29,0.71,-0.058,0.303,-0.423
1614,In & Out (1997),1997,26,2.79,1.16,-0.058,0.303,-0.423
3476,Jacob's Ladder (1990),1990,26,3.56,1.12,-0.058,0.303,-0.423
1960,"Last Emperor, The (1987)",1987,26,3.69,0.84,-0.058,0.303,-0.423
4128,"Lost Boys, The (1987)",1987,26,3.71,1.00,-0.058,0.303,-0.423
2082,"Mighty Ducks, The (1992)",1992,26,2.65,0.94,-0.058,0.303,-0.423
89492,Moneyball (2011),2011,26,3.88,0.83,-0.058,0.303,-0.423
3638,Moonraker (1979),1979,26,3.13,1.03,-0.058,0.303,-0.423
107,Muppet Treasure Island (1996),1996,26,3.33,0.93,-0.058,0.303,-0.423
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",1991,26,3.42,0.97,-0.058,0.303,-0.423
2795,National Lampoon's Vacation (1983),1983,26,3.65,0.82,-0.058,0.303,-0.423
3969,Pay It Forward (2000),2000,26,3.44,1.19,-0.058,0.303,-0.423
1476,Private Parts (1997),1997,26,3.54,0.97,-0.058,0.303,-0.423
2409,Rocky II (1979),1979,26,3.19,1.10,-0.058,0.303,-0.423
916,Roman Holiday (1953),1953,26,4.06,0.79,-0.058,0.303,-0.423
4388,Scary Movie 2 (2001),2001,26,2.65,1.16,-0.058,0.303,-0.423
1591,Spawn (1997),1997,26,2.63,1.12,-0.058,0.303,-0.423
106487,The Hunger Games: Catching Fire (2013),2013,26,3.63,0.89,-0.058,0.303,-0.423
5574,"Transporter, The (2002)",2002,26,3.52,0.81,-0.058,0.303,-0.423
8783,"Village, The (2004)",2004,26,3.19,0.93,-0.058,0.303,-0.423
3556,"Virgin Suicides, The (1999)",1999,26,3.77,0.90,-0.058,0.303,-0.423
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),1998,26,3.67,0.86,-0.058,0.303,-0.423
68319,X-Men Origins: Wolverine (2009),2009,26,2.87,0.96,-0.058,0.303,-0.423
53953,1408 (2007),2007,25,3.16,1.13,-0.058,0.303,-0.423
6953,21 Grams (2003),2003,25,3.30,0.82,-0.058,0.303,-0.423
3534,28 Days (2000),2000,25,3.30,0.85,-0.058,0.303,-0.423
54997,3:10 to Yuma (2007),2007,25,4.06,0.77,-0.058,0.303,-0.423
2352,"Big Chill, The (1983)",1983,25,3.84,0.81,-0.058,0.303,-0.423
3005,"Bone Collector, The (1999)",1999,25,2.84,1.15,-0.058,0.303,-0.423
1343,Cape Fear (1991),1991,25,3.78,0.69,-0.058,0.303,-0.423
2020,Dangerous Liaisons (1988),1988,25,4.00,0.95,-0.058,0.303,-0.423
1253,"Day the Earth Stood Still, The (1951)",1951,25,3.82,0.75,-0.058,0.303,-0.423
1086,Dial M for Murder (1954),1954,25,4.10,0.54,-0.058,0.303,-0.423
1590,Event Horizon (1997),1997,25,2.94,1.02,-0.058,0.303,-0.423
2872,Excalibur (1981),1981,25,3.64,1.02,-0.058,0.303,-0.423
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",2009,25,3.94,0.85,-0.058,0.303,-0.423
106920,Her (2013),2013,25,3.92,0.96,-0.058,0.303,-0.423
106489,"Hobbit: The Desolation of Smaug, The (2013)",2013,25,3.58,1.06,-0.058,0.303,-0.423
8983,House of Flying Daggers (Shi mian mai fu) (2004),2004,25,3.52,0.64,-0.058,0.303,-0.423
475,In the Name of the Father (1993),1993,25,4.30,0.63,-0.058,0.303,-0.423
2366,King Kong (1933),1933,25,3.64,0.99,-0.058,0.303,-0.423
27706,Lemony Snicket's A Series of Unfortunate Events (2004),2004,25,3.16,0.80,-0.058,0.303,-0.423
168252,Logan (2017),2017,25,4.28,0.65,-0.058,0.303,-0.423
1801,"Man in the Iron Mask, The (1998)",1998,25,3.50,0.83,-0.058,0.303,-0.423
86882,Midnight in Paris (2011),2011,25,3.56,0.93,-0.058,0.303,-0.423
3462,Modern Times (1936),1936,25,3.72,0.82,-0.058,0.303,-0.423
3608,Pee-wee's Big Adventure (1985),1985,25,2.94,1.23,-0.058,0.303,-0.423
2394,"Prince of Egypt, The (1998)",1998,25,3.50,0.95,-0.058,0.303,-0.423
2598,Pushing Tin (1999),1999,25,2.84,1.04,-0.058,0.303,-0.423
374,Richie Rich (1994),1994,25,2.20,1.22,-0.058,0.303,-0.423
2986,RoboCop 2 (1990),1990,25,2.64,1.19,-0.058,0.303,-0.423
5617,Secretary (2002),2002,25,3.90,0.78,-0.058,0.303,-0.423
4823,Serendipity (2001),2001,25,3.14,1.09,-0.058,0.303,-0.423
51935,Shooter (2007),2007,25,3.86,0.70,-0.058,0.303,-0.423
1680,Sliding Doors (1998),1998,25,3.60,0.90,-0.058,0.303,-0.423
2186,Strangers on a Train (1951),1951,25,3.98,0.97,-0.058,0.303,-0.423
46530,Superman Returns (2006),2006,25,3.08,1.00,-0.058,0.303,-0.423
1025,"Sword in the Stone, The (1963)",1963,25,3.58,0.80,-0.058,0.303,-0.423
3438,Teenage Mutant Ninja Turtles (1990),1990,25,3.00,1.09,-0.058,0.303,-0.423
3798,What Lies Beneath (2000),2000,25,3.20,1.01,-0.058,0.303,-0.423
1378,Young Guns (1988),1988,25,3.10,1.06,-0.058,0.303,-0.423
926,All About Eve (1950),1950,24,4.23,0.88,-0.058,0.303,-0.423
7173,Along Came Polly (2004),2004,24,3.04,0.98,-0.058,0.303,-0.423
1031,Bedknobs and Broomsticks (1971),1971,24,3.48,0.99,-0.058,0.303,-0.423
215,Before Sunrise (1995),1995,24,4.04,1.00,-0.058,0.303,-0.423
1883,Bulworth (1998),1998,24,3.27,1.27,-0.058,0.303,-0.423
4489,Coming to America (1988),1988,24,3.46,0.76,-0.058,0.303,-0.423
2471,Crocodile Dundee II (1988),1988,24,2.48,1.28,-0.058,0.303,-0.423
1438,Dante's Peak (1997),1997,24,2.63,0.99,-0.058,0.303,-0.423
2369,Desperately Seeking Susan (1985),1985,24,2.67,0.80,-0.058,0.303,-0.423
230,Dolores Claiborne (1995),1995,24,3.40,0.75,-0.058,0.303,-0.423
66934,Dr. Horrible's Sing-Along Blog (2008),2008,24,3.92,1.01,-0.058,0.303,-0.423
2371,Fletch (1985),1985,24,3.08,1.07,-0.058,0.303,-0.423
2046,Flight of the Navigator (1986),1986,24,3.21,0.83,-0.058,0.303,-0.423
6593,Freaky Friday (2003),2003,24,3.21,0.66,-0.058,0.303,-0.423
49286,"Holiday, The (2006)",2006,24,3.21,1.11,-0.058,0.303,-0.423
87869,Horrible Bosses (2011),2011,24,3.44,0.97,-0.058,0.303,-0.423
2108,L.A. Story (1991),1991,24,3.48,0.88,-0.058,0.303,-0.423
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),1986,24,4.06,0.73,-0.058,0.303,-0.423
1037,"Lawnmower Man, The (1992)",1992,24,2.77,0.94,-0.058,0.303,-0.423
3037,Little Big Man (1970),1970,24,4.15,1.04,-0.058,0.303,-0.423
3979,Little Nicky (2000),2000,24,2.50,0.92,-0.058,0.303,-0.423
2528,Logan's Run (1976),1976,24,3.23,0.74,-0.058,0.303,-0.423
3704,Mad Max Beyond Thunderdome (1985),1985,24,3.27,0.90,-0.058,0.303,-0.423
1711,Midnight in the Garden of Good and Evil (1997),1997,24,3.10,1.29,-0.058,0.303,-0.423
56775,National Treasure: Book of Secrets (2007),2007,24,3.04,0.92,-0.058,0.303,-0.423
3098,"Natural, The (1984)",1984,24,3.65,0.70,-0.058,0.303,-0.423
1945,On the Waterfront (1954),1954,24,4.19,0.95,-0.058,0.303,-0.423
86880,Pirates of the Caribbean: On Stranger Tides (2011),2011,24,3.23,1.09,-0.058,0.303,-0.423
515,"Remains of the Day, The (1993)",1993,24,3.60,1.01,-0.058,0.303,-0.423
1125,"Return of the Pink Panther, The (1975)",1975,24,3.69,0.84,-0.058,0.303,-0.423
2410,Rocky III (1982),1982,24,2.73,0.97,-0.058,0.303,-0.423
5103,"Sandlot, The (1993)",1993,24,3.44,1.15,-0.058,0.303,-0.423
3087,Scrooged (1988),1988,24,3.17,1.06,-0.058,0.303,-0.423
531,"Secret Garden, The (1993)",1993,24,3.25,0.91,-0.058,0.303,-0.423
1357,Shine (1996),1996,24,4.00,0.96,-0.058,0.303,-0.423
5110,Super Troopers (2001),2001,24,3.60,1.01,-0.058,0.303,-0.423
81847,Tangled (2010),2010,24,3.92,0.95,-0.058,0.303,-0.423
2687,Tarzan (1999),1999,24,3.46,0.99,-0.058,0.303,-0.423
1212,"Third Man, The (1949)",1949,24,4.23,0.98,-0.058,0.303,-0.423
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),1993,24,3.90,1.15,-0.058,0.303,-0.423
2993,Thunderball (1965),1965,24,3.48,0.70,-0.058,0.303,-0.423
1385,Under Siege (1992),1992,24,2.85,1.06,-0.058,0.303,-0.423
7454,Van Helsing (2004),2004,24,2.71,0.78,-0.058,0.303,-0.423
1449,Waiting for Guffman (1996),1996,24,3.88,0.82,-0.058,0.303,-0.423
5507,xXx (2002),2002,24,2.77,0.97,-0.058,0.303,-0.423
1321,"American Werewolf in London, An (1981)",1981,23,3.41,0.91,-0.058,0.303,-0.423
4235,Amores Perros (Love's a Bitch) (2000),2000,23,3.93,0.90,-0.058,0.303,-0.423
3107,Backdraft (1991),1991,23,3.30,1.08,-0.058,0.303,-0.423
2496,Blast from the Past (1999),1999,23,3.11,0.88,-0.058,0.303,-0.423
101,Bottle Rocket (1996),1996,23,3.78,1.04,-0.058,0.303,-0.423
866,Bound (1996),1996,23,4.00,0.78,-0.058,0.303,-0.423
105,"Bridges of Madison County, The (1995)",1995,23,3.28,0.85,-0.058,0.303,-0.423
37741,Capote (2005),2005,23,3.87,0.61,-0.058,0.303,-0.423
8371,"Chronicles of Riddick, The (2004)",2004,23,3.30,0.99,-0.058,0.303,-0.423
45672,Click (2006),2006,23,2.98,1.09,-0.058,0.303,-0.423
1962,Driving Miss Daisy (1989),1989,23,3.74,0.93,-0.058,0.303,-0.423
1256,Duck Soup (1933),1933,23,3.80,1.15,-0.058,0.303,-0.423
2336,Elizabeth (1998),1998,23,3.67,0.95,-0.058,0.303,-0.423
2428,"Faculty, The (1998)",1998,23,2.48,0.95,-0.058,0.303,-0.423
4023,"Family Man, The (2000)",2000,23,3.13,1.06,-0.058,0.303,-0.423
81932,"Fighter, The (2010)",2010,23,3.76,0.74,-0.058,0.303,-0.423
799,"Frighteners, The (1996)",1996,23,3.46,0.94,-0.058,0.303,-0.423
7323,"Good bye, Lenin! (2003)",2003,23,3.80,0.91,-0.058,0.303,-0.423
2052,Hocus Pocus (1993),1993,23,2.76,1.08,-0.058,0.303,-0.423
44022,Ice Age 2: The Meltdown (2006),2006,23,3.22,0.85,-0.058,0.303,-0.423
117529,Jurassic World (2015),2015,23,3.26,0.82,-0.058,0.303,-0.423
2991,Live and Let Die (1973),1973,23,3.70,0.75,-0.058,0.303,-0.423
4161,"Mexican, The (2001)",2001,23,3.35,0.70,-0.058,0.303,-0.423
1409,Michael (1996),1996,23,2.50,1.10,-0.058,0.303,-0.423
2805,Mickey Blue Eyes (1999),1999,23,3.00,0.87,-0.058,0.303,-0.423
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),1984,23,4.00,1.04,-0.058,0.303,-0.423
46972,Night at the Museum (2006),2006,23,3.24,0.89,-0.058,0.303,-0.423
1298,Pink Floyd: The Wall (1982),1982,23,3.76,1.05,-0.058,0.303,-0.423
1186,"Sex, Lies, and Videotape (1989)",1989,23,3.59,1.22,-0.058,0.303,-0.423
3827,Space Cowboys (2000),2000,23,2.89,0.81,-0.058,0.303,-0.423
1779,Sphere (1998),1998,23,2.76,0.92,-0.058,0.303,-0.423
2840,Stigmata (1999),1999,23,2.87,1.05,-0.058,0.303,-0.423
116823,The Hunger Games: Mockingjay - Part 1 (2014),2014,23,3.87,0.64,-0.058,0.303,-0.423
933,To Catch a Thief (1955),1955,23,4.22,0.84,-0.058,0.303,-0.423
1792,U.S. Marshals (1998),1998,23,3.02,1.07,-0.058,0.303,-0.423
562,Welcome to the Dollhouse (1995),1995,23,3.54,0.92,-0.058,0.303,-0.423
5954,25th Hour (2002),2002,22,3.84,0.54,-0.058,0.303,-0.423
2707,Arlington Road (1999),1999,22,3.27,0.96,-0.058,0.303,-0.423
748,"Arrival, The (1996)",1996,22,3.11,0.94,-0.058,0.303,-0.423
3105,Awakenings (1990),1990,22,3.68,0.65,-0.058,0.303,-0.423
93840,"Cabin in the Woods, The (2012)",2012,22,4.02,0.97,-0.058,0.303,-0.423
122920,Captain America: Civil War (2016),2016,22,3.61,0.84,-0.058,0.303,-0.423
122922,Doctor Strange (2016),2016,22,3.70,0.93,-0.058,0.303,-0.423
227,Drop Zone (1994),1994,22,2.86,1.04,-0.058,0.303,-0.423
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1995,22,3.20,0.84,-0.058,0.303,-0.423
4105,"Evil Dead, The (1981)",1981,22,3.82,0.85,-0.058,0.303,-0.423
2600,eXistenZ (1999),1999,22,3.86,0.80,-0.058,0.303,-0.423
237,Forget Paris (1995),1995,22,3.34,1.04,-0.058,0.303,-0.423
1586,G.I. Jane (1997),1997,22,2.80,0.88,-0.058,0.303,-0.423
3360,Hoosiers (a.k.a. Best Shot) (1986),1986,22,3.70,0.81,-0.058,0.303,-0.423
6323,Identity (2003),2003,22,3.68,0.80,-0.058,0.303,-0.423
103042,Man of Steel (2013),2013,22,3.30,0.73,-0.058,0.303,-0.423
1952,Midnight Cowboy (1969),1969,22,3.95,1.06,-0.058,0.303,-0.423
3104,Midnight Run (1988),1988,22,3.64,0.82,-0.058,0.303,-0.423
276,Milk Money (1994),1994,22,3.25,0.81,-0.058,0.303,-0.423
91630,Mission: Impossible - Ghost Protocol (2011),2011,22,3.66,0.73,-0.058,0.303,-0.423
5449,Mr. Deeds (2002),2002,22,2.91,0.83,-0.058,0.303,-0.423
5283,National Lampoon's Van Wilder (2002),2002,22,2.91,0.95,-0.058,0.303,-0.423
3504,Network (1976),1976,22,4.02,0.96,-0.058,0.303,-0.423
102903,Now You See Me (2013),2013,22,3.41,1.25,-0.058,0.303,-0.423
1350,"Omen, The (1976)",1976,22,3.82,0.75,-0.058,0.303,-0.423
54995,Planet Terror (2007),2007,22,3.80,1.08,-0.058,0.303,-0.423
2378,Police Academy (1984),1984,22,3.02,1.07,-0.058,0.303,-0.423
1231,"Right Stuff, The (1983)",1983,22,3.86,1.03,-0.058,0.303,-0.423
3100,"River Runs Through It, A (1992)",1992,22,3.93,0.84,-0.058,0.303,-0.423
27904,"Scanner Darkly, A (2006)",2006,22,3.61,0.95,-0.058,0.303,-0.423
2391,"Simple Plan, A (1998)",1998,22,3.80,0.84,-0.058,0.303,-0.423
2096,Sleeping Beauty (1959),1959,22,3.41,0.65,-0.058,0.303,-0.423
1188,Strictly Ballroom (1992),1992,22,3.66,1.26,-0.058,0.303,-0.423
2642,Superman III (1983),1983,22,2.25,0.88,-0.058,0.303,-0.423
1958,Terms of Endearment (1983),1983,22,3.80,0.93,-0.058,0.303,-0.423
5313,The Scorpion King (2002),2002,22,2.30,1.15,-0.058,0.303,-0.423
5171,"Time Machine, The (2002)",2002,22,2.86,0.88,-0.058,0.303,-0.423
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,22,3.43,0.79,-0.058,0.303,-0.423
80489,"Town, The (2010)",2010,22,3.95,0.46,-0.058,0.303,-0.423
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",2003,22,3.70,0.59,-0.058,0.303,-0.423
63992,Twilight (2008),2008,22,2.41,1.24,-0.058,0.303,-0.423
60072,Wanted (2008),2008,22,3.16,0.90,-0.058,0.303,-0.423
4069,"Wedding Planner, The (2001)",2001,22,2.91,1.00,-0.058,0.303,-0.423
2134,Weird Science (1985),1985,22,3.11,0.86,-0.058,0.303,-0.423
3263,White Men Can't Jump (1992),1992,22,3.05,0.96,-0.058,0.303,-0.423
3317,Wonder Boys (2000),2000,22,3.66,0.82,-0.058,0.303,-0.423
2245,Working Girl (1988),1988,22,3.20,0.80,-0.058,0.303,-0.423
97913,Wreck-It Ralph (2012),2012,22,3.75,0.81,-0.058,0.303,-0.423
7444,13 Going on 30 (2004),2004,21,3.19,0.64,-0.058,0.303,-0.423
72378,2012 (2009),2009,21,2.62,1.13,-0.058,0.303,-0.423
53000,28 Weeks Later (2007),2007,21,3.60,0.90,-0.058,0.303,-0.423
84954,"Adjustment Bureau, The (2011)",2011,21,3.17,0.95,-0.058,0.303,-0.423
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",1984,21,3.55,0.99,-0.058,0.303,-0.423
37386,Aeon Flux (2005),2005,21,2.76,0.92,-0.058,0.303,-0.423
5225,And Your Mother Too (Y tu mamá también) (2001),2001,21,3.95,0.82,-0.058,0.303,-0.423
3298,Boiler Room (2000),2000,21,3.71,0.62,-0.058,0.303,-0.423
86833,Bridesmaids (2011),2011,21,3.76,0.93,-0.058,0.303,-0.423
34437,Broken Flowers (2005),2005,21,3.48,0.58,-0.058,0.303,-0.423
105504,Captain Phillips (2013),2013,21,4.05,0.69,-0.058,0.303,-0.423
2137,Charlotte's Web (1973),1973,21,3.55,0.99,-0.058,0.303,-0.423
55269,"Darjeeling Limited, The (2007)",2007,21,3.43,0.75,-0.058,0.303,-0.423
1175,Delicatessen (1991),1991,21,3.83,0.86,-0.058,0.303,-0.423
3984,Diamonds Are Forever (1971),1971,21,3.50,0.67,-0.058,0.303,-0.423
2067,Doctor Zhivago (1965),1965,21,4.14,0.71,-0.058,0.303,-0.423
2125,Ever After: A Cinderella Story (1998),1998,21,3.62,0.85,-0.058,0.303,-0.423
830,"First Wives Club, The (1996)",1996,21,3.07,1.08,-0.058,0.303,-0.423
2989,For Your Eyes Only (1981),1981,21,3.55,0.95,-0.058,0.303,-0.423
1049,"Ghost and the Darkness, The (1996)",1996,21,3.48,1.02,-0.058,0.303,-0.423
247,Heavenly Creatures (1994),1994,21,3.93,0.76,-0.058,0.303,-0.423
88810,"Help, The (2011)",2011,21,3.83,0.62,-0.058,0.303,-0.423
8910,I Heart Huckabees (2004),2004,21,3.45,1.00,-0.058,0.303,-0.423
2720,Inspector Gadget (1999),1999,21,2.10,1.17,-0.058,0.303,-0.423
2405,"Jewel of the Nile, The (1985)",1985,21,2.81,0.81,-0.058,0.303,-0.423
4247,Joe Dirt (2001),2001,21,2.38,0.91,-0.058,0.303,-0.423
3536,Keeping the Faith (2000),2000,21,3.45,0.89,-0.058,0.303,-0.423
262,"Little Princess, A (1995)",1995,21,3.90,0.62,-0.058,0.303,-0.423
2010,Metropolis (1927),1927,21,3.86,0.73,-0.058,0.303,-0.423
3354,Mission to Mars (2000),2000,21,2.69,1.01,-0.058,0.303,-0.423
2375,"Money Pit, The (1986)",1986,21,2.93,1.11,-0.058,0.303,-0.423
707,Mulholland Falls (1996),1996,21,2.88,1.00,-0.058,0.303,-0.423
41997,Munich (2005),2005,21,3.81,0.77,-0.058,0.303,-0.423
79592,"Other Guys, The (2010)",2010,21,3.26,0.98,-0.058,0.303,-0.423
371,"Paper, The (1994)",1994,21,3.31,0.81,-0.058,0.303,-0.423
2013,"Poseidon Adventure, The (1972)",1972,21,3.10,1.06,-0.058,0.303,-0.423
3697,Predator 2 (1990),1990,21,2.90,1.08,-0.058,0.303,-0.423
372,Reality Bites (1994),1994,21,2.76,1.10,-0.058,0.303,-0.423
1965,Repo Man (1984),1984,21,3.38,0.99,-0.058,0.303,-0.423
519,RoboCop 3 (1993),1993,21,2.40,1.11,-0.058,0.303,-0.423
2139,"Secret of NIMH, The (1982)",1982,21,3.48,0.73,-0.058,0.303,-0.423
53121,Shrek the Third (2007),2007,21,3.02,1.04,-0.058,0.303,-0.423
107406,Snowpiercer (2013),2013,21,3.43,1.06,-0.058,0.303,-0.423
7325,Starsky & Hutch (2004),2004,21,3.29,0.80,-0.058,0.303,-0.423
87306,Super 8 (2011),2011,21,3.60,0.87,-0.058,0.303,-0.423
546,Super Mario Bros. (1993),1993,21,2.00,0.95,-0.058,0.303,-0.423
95441,Ted (2012),2012,21,3.29,0.98,-0.058,0.303,-0.423
106072,Thor: The Dark World (2013),2013,21,3.31,0.78,-0.058,0.303,-0.423
379,Timecop (1994),1994,21,2.50,0.95,-0.058,0.303,-0.423
2376,"View to a Kill, A (1985)",1985,21,3.21,0.86,-0.058,0.303,-0.423
207,"Walk in the Clouds, A (1995)",1995,21,3.43,1.09,-0.058,0.303,-0.423
6979,WarGames (1983),1983,21,3.31,0.77,-0.058,0.303,-0.423
104211,We're the Millers (2013),2013,21,3.74,0.86,-0.058,0.303,-0.423
1091,Weekend at Bernie's (1989),1989,21,2.55,1.07,-0.058,0.303,-0.423
383,Wyatt Earp (1994),1994,21,3.10,1.04,-0.058,0.303,-0.423
62434,Zack and Miri Make a Porno (2008),2008,21,3.52,0.87,-0.058,0.303,-0.423
56949,27 Dresses (2008),2008,20,3.30,0.94,-0.058,0.303,-0.423
3986,"6th Day, The (2000)",2000,20,2.80,0.99,-0.058,0.303,-0.423
2133,Adventures in Babysitting (1987),1987,20,3.33,0.99,-0.058,0.303,-0.423
1688,Anastasia (1997),1997,20,3.35,0.69,-0.058,0.303,-0.423
27660,"Animatrix, The (2003)",2003,20,3.70,0.86,-0.058,0.303,-0.423
737,Barb Wire (1996),1996,20,2.65,1.40,-0.058,0.303,-0.423
4958,Behind Enemy Lines (2001),2001,20,3.25,0.70,-0.058,0.303,-0.423
1292,Being There (1979),1979,20,3.95,0.89,-0.058,0.303,-0.423
419,"Beverly Hillbillies, The (1993)",1993,20,2.68,1.21,-0.058,0.303,-0.423
4980,Bill & Ted's Bogus Journey (1991),1991,20,3.08,0.82,-0.058,0.303,-0.423
8969,Bridget Jones: The Edge of Reason (2004),2004,20,3.03,0.91,-0.058,0.303,-0.423
36401,"Brothers Grimm, The (2005)",2005,20,2.63,1.00,-0.058,0.303,-0.423
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),2001,20,3.90,0.74,-0.058,0.303,-0.423
3910,Dancer in the Dark (2000),2000,20,3.98,0.98,-0.058,0.303,-0.423
7387,Dawn of the Dead (1978),1978,20,3.98,1.01,-0.058,0.303,-0.423
49278,Déjà Vu (Deja Vu) (2006),2006,20,3.30,0.82,-0.058,0.303,-0.423
4855,Dirty Harry (1971),1971,20,3.78,0.68,-0.058,0.303,-0.423
7371,Dogville (2003),2003,20,4.03,0.91,-0.058,0.303,-0.423
31410,"Downfall (Untergang, Der) (2004)",2004,20,3.88,0.94,-0.058,0.303,-0.423
53464,Fantastic Four: Rise of the Silver Surfer (2007),2007,20,2.58,0.67,-0.058,0.303,-0.423
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),1996,20,3.58,0.80,-0.058,0.303,-0.423
18,Four Rooms (1995),1995,20,3.70,0.91,-0.058,0.303,-0.423
1033,"Fox and the Hound, The (1981)",1981,20,3.58,0.65,-0.058,0.303,-0.423
69,Friday (1995),1995,20,3.78,0.90,-0.058,0.303,-0.423
88405,Friends with Benefits (2011),2011,20,3.05,1.02,-0.058,0.303,-0.423
4865,From Hell (2001),2001,20,3.65,0.92,-0.058,0.303,-0.423
1588,George of the Jungle (1997),1997,20,3.08,0.86,-0.058,0.303,-0.423
7346,"Girl Next Door, The (2004)",2004,20,3.13,1.11,-0.058,0.303,-0.423
55290,Gone Baby Gone (2007),2007,20,3.45,1.02,-0.058,0.303,-0.423
39292,"Good Night, and Good Luck. (2005)",2005,20,3.78,0.60,-0.058,0.303,-0.423
102407,"Great Gatsby, The (2013)",2013,20,3.38,0.83,-0.058,0.303,-0.423
6297,Holes (2003),2003,20,3.43,0.63,-0.058,0.303,-0.423
1015,Homeward Bound: The Incredible Journey (1993),1993,20,2.95,0.93,-0.058,0.303,-0.423
2053,"Honey, I Blew Up the Kid (1992)",1992,20,2.05,0.89,-0.058,0.303,-0.423
6873,Intolerable Cruelty (2003),2003,20,3.18,0.98,-0.058,0.303,-0.423
175,Kids (1995),1995,20,3.98,0.75,-0.058,0.303,-0.423
48738,"Last King of Scotland, The (2006)",2006,20,3.98,0.91,-0.058,0.303,-0.423
2990,Licence to Kill (1989),1989,20,3.33,0.96,-0.058,0.303,-0.423
4623,Major League (1989),1989,20,3.58,0.77,-0.058,0.303,-0.423
2340,Meet Joe Black (1998),1998,20,3.05,1.19,-0.058,0.303,-0.423
81564,Megamind (2010),2010,20,3.60,0.90,-0.058,0.303,-0.423
1245,Miller's Crossing (1990),1990,20,4.23,0.70,-0.058,0.303,-0.423
930,Notorious (1946),1946,20,4.25,0.53,-0.058,0.303,-0.423
101864,Oblivion (2013),2013,20,3.30,1.11,-0.058,0.303,-0.423
1616,"Peacemaker, The (1997)",1997,20,3.03,1.14,-0.058,0.303,-0.423
96821,"Perks of Being a Wallflower, The (2012)",2012,20,3.83,0.99,-0.058,0.303,-0.423
96588,Pitch Perfect (2012),2012,20,3.63,0.87,-0.058,0.303,-0.423
1297,Real Genius (1985),1985,20,3.68,0.85,-0.058,0.303,-0.423
81229,Red (2010),2010,20,3.50,0.76,-0.058,0.303,-0.423
63131,Role Models (2008),2008,20,3.63,0.72,-0.058,0.303,-0.423
6888,Scary Movie 3 (2003),2003,20,2.28,1.31,-0.058,0.303,-0.423
4448,"Score, The (2001)",2001,20,3.55,0.65,-0.058,0.303,-0.423
106918,"Secret Life of Walter Mitty, The (2013)",2013,20,4.00,0.73,-0.058,0.303,-0.423
319,Shallow Grave (1994),1994,20,3.60,1.23,-0.058,0.303,-0.423
4545,Short Circuit (1986),1986,20,3.28,1.01,-0.058,0.303,-0.423
5881,Solaris (2002),2002,20,3.08,1.17,-0.058,0.303,-0.423
1104,"Streetcar Named Desire, A (1951)",1951,20,4.48,0.66,-0.058,0.303,-0.423
122916,Thor: Ragnarok (2017),2017,20,4.03,0.98,-0.058,0.303,-0.423
308,Three Colors: White (Trzy kolory: Bialy) (1994),1994,20,4.03,0.80,-0.058,0.303,-0.423
2253,Toys (1992),1992,20,2.38,0.93,-0.058,0.303,-0.423
69526,Transformers: Revenge of the Fallen (2009),2009,20,2.43,1.00,-0.058,0.303,-0.423
4007,Wall Street (1987),1987,20,3.75,0.70,-0.058,0.303,-0.423
